cluster,id,names,feature,value
0,6i0V12jOa3mr6uu4WYhUBr,Heathens,loudness,-9.348
6,7vFoFDWqTX0mHzLfrF1Cfy,Cheerleader (Felix Jaehn Remix) - Radio Edit,loudness,-6.237
7,1rIKgCH4H52lrvDcz50hS8,Lush Life,loudness,-3.923
6,1VU8t2MpJRLG5iFEIxqq7z,Geboren um zu leben,speechiness,0.041
3,4YRvb9B8cgvhst11qk8CKn,Sonnentanz,speechiness,0.155
7,7qiZfU4dY1lWllzX7mPBI3,Shape of You,speechiness,0.0802
6,0E9ZjEAyAwOXZ7wJC0PD33,In My Mind,speechiness,0.149
6,4OSBTYWVwsQhGLF9NHvIbR,Rolling in the Deep,speechiness,0.0298
4,6habFhsOp2NvshLv26DqMb,Despacito,speechiness,0.153
2,1f1wT6Q7Buxb3OD0BqMW8O,"I See Fire - From ""The Hobbit - The Desolation Of Smaug""",speechiness,0.0396
2,3U4isOIWM3VvDubwSI3y7a,All of Me,speechiness,0.0322
2,2VxeLyX666F8uXCJ0dZF8B,Shallow,speechiness,0.03
6,0tgVpDi06FyKpA1z0VMD4v,Perfect,speechiness,0.0232
1,1ZMODMeLK5x6W8r8jsmmgX,Au Revoir (feat. Sido),speechiness,0.1
7,6dXt4t5jgySnVTeTpT4C0l,Auf uns,speechiness,0.0406
6,2lYsCjTvXIHOqT8xSbK2jq,Tage wie diese,speechiness,0.0294
0,0lKyMPBRuIDCX56NORu5NZ,Die immer lacht - Radio 2016 Mix,speechiness,0.0844
0,7bolFIVYrui4h98GEK0MIK,Geiles Leben,speechiness,0.0317
2,3dYD57lRAUcMHufyqn9GcI,Take Me To Church,speechiness,0.0481
7,60nZcImufyMA1MKQY3dcCH,"Happy - From ""Despicable Me 2""",speechiness,0.183
0,7DFSnCBYlus7i4U9KKlbdU,No Roots,speechiness,0.0995
6,2IxixfQUSQkwCCblJT3Eq1,Heavy Cross,speechiness,0.0328
6,7vFoFDWqTX0mHzLfrF1Cfy,Cheerleader (Felix Jaehn Remix) - Radio Edit,speechiness,0.0309
7,2RB1n3NWUmG5X0rdihAQ3e,Waka Waka (This Time for Africa) [The Official 2010 FIFA World Cup (TM) Song] (feat. Freshlyground),speechiness,0.176
6,4255amV4enzl28KAn16rUO,Are You with Me,speechiness,0.035
3,3ZSqMer9RLSglvi18bWXYV,Sky and Sand,speechiness,0.0593
2,1HNkqx9Ahdgi1Ixy2xkKkL,Photograph,speechiness,0.0476
6,1rfofaqEpACxVEHIZBJe6W,Havana (feat. Young Thug),speechiness,0.03
6,0nrRP2bk19rLc0orkWPQk2,Wake Me Up,speechiness,0.0523
2,3WlVUkLgGYByiGj8gF4erq,I Follow Rivers,speechiness,0.0472
7,2CbuG4ib5Wg5q8AEhVgll7,Ma Chérie - DJ Antoine Vs Mad Mark 2K12 Radio Edit,speechiness,0.26
4,1zB4vmk8tFRmM9UULNzbLB,Thunder,speechiness,0.0438
1,5fnA9mkIfScSqHIpeDyvck,Prayer in C - Robin Schulz Radio Edit,speechiness,0.0262
7,4icNLSquKZp6e0iEkBn9RP,Glow - Radio Edit,speechiness,0.0669
6,3di5hcvxxciiqwMH1jarhY,Set Fire to the Rain,speechiness,0.0249
2,0eZBeB2xFIS65jQHerispi,The Sound of Silence,speechiness,0.0281
2,3c8iiZGfEammKJuWTErE5x,Ain't Nobody (Loves Me Better) (feat. Jasmine Thompson),speechiness,0.031
0,1I8tHoNBFTuoJAlh4hfVVE,Firestone,speechiness,0.0428
2,4yDjzVhXig9tfO7Zv46FE8,Over the Rainbow,speechiness,0.0404
7,7DnAm9FOTWE3cUvso43HhI,Sweet but Psycho,speechiness,0.0473
2,7qEHsqek33rTcFNT9PFqLf,Someone You Loved,speechiness,0.0319
7,1rqqCSm0Qe4I9rUvWncaom,High Hopes,speechiness,0.0618
7,3bidbhpOYeV4knp8AIu8Xn,Can't Hold Us (feat. Ray Dalton),speechiness,0.0786
7,0mlAOSILGRys2IbvyOT5VJ,Échame La Culpa,speechiness,0.0389
6,0Oe49j06Bjrxs8PltuVeaW,On The Floor - Radio Edit,speechiness,0.0792
0,5RfxjgQMne0dRNiORcLtMg,Wolke 4,speechiness,0.0343
6,6RUKPb4LETWmmr3iAEQktW,Something Just Like This,speechiness,0.0317
6,7mitXLIMCflkhZiD34uEQI,Party Rock Anthem,speechiness,0.155
0,1HFfMOxCAT4GAwaPfCdmUs,Waves - Robin Schulz Radio Edit,speechiness,0.0369
0,2GYHyAoLWpkxLVa4oYTVko,Alors on danse - Radio Edit,speechiness,0.0776
0,1CmUZGtH29Kx36C1Hleqlz,Thrift Shop (feat. Wanz),speechiness,0.293
0,20I6sIOMTCkB6w7ryavxtO,Call Me Maybe,speechiness,0.0407
1,2YWjW3wwQIBLNhxWKBQd16,Lean On (feat. MØ & DJ Snake),speechiness,0.0625
7,5tf1VVWniHgryyumXyJM7w,Sugar (feat. Francesco Yates),speechiness,0.0581
6,5LLRo6dCGxg4PZmtSqNzrZ,Human,speechiness,0.302
0,6md4w95cnKaW64JyEQ3A0L,Somebody That I Used To Know,speechiness,0.0368
7,0n4bITAu0Y0nigrz3MFJMb,Blurred Lines,speechiness,0.0411
3,5UqCQaDshqbIk3pkhy4Pjg,Levels - Radio Edit,speechiness,0.0343
4,0pQr5WsobmdZHnuObT0sc2,Astronaut,speechiness,0.271
4,698ItKASDavgwZ3WjaWjtz,Faded,speechiness,0.0476
3,0A9mHc7oYUoCECqByV8cQR,Animals,speechiness,0.0392
2,4bzBPrGYD3fQfAadLgIiwT,Let Her Go,speechiness,0.0688
1,29vem0DsWK4224LQyxcmA5,Ai Se Eu Te Pego,speechiness,0.0981
7,00vk0sEfb6mr2ehwSw0Uhn,Don't Be So Shy - Filatov & Karas Remix,speechiness,0.0587
0,0Wq6whEjKeAAUi4nEim1DA,Nur noch kurz die Welt retten,speechiness,0.0518
6,2iJuuzV8P9Yz0VSurttIV5,Scream & Shout,speechiness,0.0696
7,03UrZgTINDqvnUMbbIMhql,Gangnam Style (강남스타일),speechiness,0.286
2,1ejlaQBxPJ0P27FXJGMi3W,Ich will nur dass du weißt - Radio Edit,speechiness,0.0411
2,50kpGaPAhYJ3sGmk6vplg0,Love Yourself,speechiness,0.438
0,3s4U7OHV7gnj42VV72eSZ6,Rather Be (feat. Jess Glynne),speechiness,0.0377
4,2TSoLv5tMkqikfpM5irrqZ,Still,speechiness,0.058
6,4zLBcDtvYNVtF9fnG6lme3,Sun Goes Down (feat. Jasmine Thompson) - Radio Mix,speechiness,0.0375
6,69kCVBamC48sizKB1qNQWE,Herz über Kopf,speechiness,0.0445
1,62yJjFtgkhUrXktIoSjgP2,Radioactive,speechiness,0.0625
0,5NZlsLgfdg8HlP8RaXPIeP,Unter meiner Haut - Radio Mix,speechiness,0.0589
6,0GBdCrn4tQ4sxiaXHV03MP,Hello - Radio Edit,speechiness,0.0356
6,2TABt0nj3WNPXbka7nzwIt,Hollywood Hills,speechiness,0.036
6,1bIVDJC6imJNGSExMwlxy3,Love Me Like You Do,speechiness,0.0292
6,0TDLuuLlV54CkRRUOahJb4,Titanium (feat. Sia),speechiness,0.103
2,6GyBgO7IGH7nBdhbogEYnT,Auf anderen Wegen,speechiness,0.0272
7,378iszndTZAR4dH8kwsLC6,Cheap Thrills (feat. Sean Paul),speechiness,0.215
7,5QIG1kl6klZIy0Lu67XNYJ,Welcome to St. Tropez - DJ Antoine vs. Mad Mark Radio Edit,speechiness,0.126
0,2Fxmhks0bxGSBdJ92vM42m,bad guy,speechiness,0.375
2,5Nm9ERjJZ5oyfXZTECKmRt,Stay With Me,speechiness,0.0416
6,5bGG1abhVIUm6EAa36ipRX,One Day / Reckoning Song (Wankelmut Remix) [Radio Edit],speechiness,0.0579
4,5yVIlYEHZxQVLyInCdldoS,Impossible,speechiness,0.0933
6,6oHDvarQSp0mf5AD1SyNH0,Lieblingsmensch,speechiness,0.347
5,4hrAKlxfblnG7llBEEX7TR,Run,speechiness,0.0291
2,3JvKfv6T31zO0ini8iNItO,Another Love,speechiness,0.04
6,2xtnnO9bHKXEmsfetO3ldK,Wie schön du bist,speechiness,0.034
0,4ZPXuHp219ujq6QJ9oqteR,Chöre,speechiness,0.0377
0,2Foc5Q5nqNiosCNqttzHof,Get Lucky (Radio Edit) [feat. Pharrell Williams and Nile Rodgers],speechiness,0.038
5,0bYg9bo50gSsH3LtXe2SQn,All I Want for Christmas Is You,speechiness,0.0384
6,2ZoO0uLQRp2WhTlyIH8PJf,Lieder,speechiness,0.0291
6,0a9npeEQIad1Wr4H1RsLPU,Habits (Stay High),speechiness,0.0315
0,7nuBU1HCcOwG5f1orN4ByW,A Night Like This,speechiness,0.0417
6,6h5PAsRni4IRlxWr6uDPTP,More Than You Know,speechiness,0.034
6,6kPJZM97LwdG9QIsT7khp6,Solo (feat. Demi Lovato),speechiness,0.0437
7,3cHyrEgdyYRjgJKSOiOtcS,Timber,speechiness,0.0981
7,12zpU2S4lMdrK9dvsOoL1m,I Love It (feat. Charli XCX),speechiness,0.0284
7,6JV2JOEocMgcZxYSZelKcc,"CAN'T STOP THE FEELING! (from DreamWorks Animation's ""TROLLS"")",speechiness,0.0751
0,2dQzfKRaMKUCQgMpOtpLTh,Bella Ciao - HUGEL Remix,speechiness,0.0844
6,4lLtanYk6tkMvooU0tWzG8,Grenade,speechiness,0.0542
5,2j7z87EnqB1NFQts2db0VR,Don't Change,speechiness,0.0423
6,2MfOcbtgz2yTsiznFmVZUN,Halo,speechiness,0.0628
1,0v1XpBHnsbkCn7iJ9Ucr1l,It's My Life,speechiness,0.0465
2,69RH84na5iUNwrwxpgjC5j,Where Did Our Love Go,speechiness,0.0414
5,0wokCRaKD0zPNhMRXAgVsr,Ordinary World,speechiness,0.0305
7,7EsjkelQuoUlJXEw7SeVV4,Black or White,speechiness,0.093
4,4I3nztDQ3cPajQtzg59tWx,Don't Get Me Wrong,speechiness,0.0351
2,1PtQJZVZIdWIYdARpZRDFO,Running Up That Hill (A Deal With God),speechiness,0.0546
6,7wMq5n8mYSKlQIGECKUgTX,Hall of Fame (feat. will.i.am),speechiness,0.0564
0,2KH16WveTQWT6KOG9Rg6e2,Eye of the Tiger,speechiness,0.0328
6,2Ms33RTRCT6gArrpcrPxmo,Feel,speechiness,0.026
4,15tHagkk8z306XkyOHqiip,"I'll Be There for You - Theme From ""Friends""",speechiness,0.0771
5,303ccTay2FiDTZ9fZ2AdBt,Music Sounds Better With You,speechiness,0.336
7,3Voz5vnFfMu8nrVP6hIYte,This Is How a Heart Breaks,speechiness,0.0376
0,3K7Q9PHUWPTaknlbFPThn2,Celebration,speechiness,0.0524
6,6JY1IdkZGeIcPegKxjSKeb,Since U Been Gone,speechiness,0.0322
7,4Qn1QhHhUT01LfpBnC7xnf,Wild Wild West,speechiness,0.0632
6,7GAaTpSoTWUTbP2Yxlt4Hd,Need You Now,speechiness,0.0318
7,1qEHgdFqUxFebMPk8s2HLY,I Don't Feel Like Dancin' - Radio Edit,speechiness,0.0282
1,1jI1aLmm5HTwiMtvsbwDJw,Who Do You Think You Are,speechiness,0.0376
6,63CHa6rmamv9OsehkRD8oz,Against All Odds (Take a Look at Me Now) - 2016 Remaster,speechiness,0.0276
0,4CYyheknaH5R2xfEndtixD,Bust A Move,speechiness,0.106
2,3SdTKo2uVsxFblQjpScoHy,Stand By Me,speechiness,0.0393
6,6urCAbunOQI4bLhmGpX7iS,Don't Speak,speechiness,0.0352
1,4wswaG5vmNINMZcVBsAyBP,Got My Mind Set On You - Remastered 2004,speechiness,0.0418
0,1bp2IO61zbQrbWNmKKxg3f,The Joker,speechiness,0.0396
0,3x4yV0hW5Ve3TKhFkXSqFn,If You Had My Love,speechiness,0.0353
0,5izGeTxueiFX1UPFGohY9w,Addicted To Love,speechiness,0.031
1,3XorCFmcupSm5QS6hA9g4N,I Want You,speechiness,0.0363
6,2hKdd3qO7cWr2Jo0Bcs0MA,Drops of Jupiter (Tell Me),speechiness,0.0276
0,07ABETRdek3ACMpRPvQuaT,Always on My Mind,speechiness,0.0366
4,12dU3vAh6AFoJkisorfoUl,Don't Look Back in Anger - Remastered,speechiness,0.0628
7,5LeDMHIZ5YDZ2b1VOcYVcG,Hot In The City,speechiness,0.0257
2,3TCauNPqFiniaYHBvEVoHG,Beautiful,speechiness,0.0275
0,1k28sDTLOz942qa3wEtMQE,O.P.P,speechiness,0.0721
7,37Q5anxoGWYdRsyeXkkNoI,Heaven Is A Place On Earth,speechiness,0.0345
7,37a8EdVw7VpAlRG4oASxIm,Out of Touch - Radio Edit,speechiness,0.0277
3,1UPJoPSCpOzYcRBq5nc586,Underneath the Radar,speechiness,0.0437
6,6O20JhBJPePEkBdrB5sqRx,Diamonds,speechiness,0.0424
4,2Ywft2Thbf7mPyoD2ntadi,Suspicious Minds,speechiness,0.12
7,70HxNVlYQ0Hi6XqBtPLw80,Lady - Hear Me Tonight,speechiness,0.0379
0,3lIpkjFnRxJ6Uvm8DgtgfV,Sign Your Name,speechiness,0.0509
5,3Fcfwhm8oRrBvBZ8KGhtea,Viva La Vida,speechiness,0.0287
0,05oFyvdztPdpwSwpoclD4c,"If You Leave - From ""Pretty In Pink""",speechiness,0.0329
7,3XVozq1aeqsJwpXrEZrDJ9,Ice Ice Baby,speechiness,0.0388
0,3koCCeSaVUyrRo3N2gHrd8,Let's Groove,speechiness,0.0633
5,0jWgAnTrNZmOGmqgvHhZEm,What's Up?,speechiness,0.0292
0,3xzRBn3ywzobJrc1efC7Sb,I Melt with You,speechiness,0.0345
0,6Lphpr9Z6H282Sguw0dUWa,Le Freak,speechiness,0.0487
6,1G391cbiT3v3Cywg8T7DM1,Scar Tissue,speechiness,0.0295
0,2J9yZBKajggHsCmoSiaVCw,Together In Electric Dreams,speechiness,0.0258
0,5rfJ2Bq2PEL8yBjZLzouEu,Who Can It Be Now?,speechiness,0.0436
2,5pbajJXEPdcoXQPXoAVR1t,You're Beautiful,speechiness,0.0278
7,6XxFTFauoIwxcEjeped3Iz,Suicide Blonde,speechiness,0.0897
5,5gOd6zDC8vhlYjqbQdJVWP,Baker Street,speechiness,0.0297
0,3QHONiXGMGU3z68mQInncF,"I'll Be Missing You (feat. Faith Evans, 112)",speechiness,0.0645
4,0ntQJM78wzOLVeCUAW7Y45,Sex on Fire,speechiness,0.054
5,1dm00I58PW9kfpQ7su2opJ,Wild Horses - Rerecorded,speechiness,0.0407
0,5jSz894ljfWE0IcHBSM39i,Raspberry Beret,speechiness,0.0438
3,0Wl42CUb1phIU9O2aR1wXI,Disarm,speechiness,0.0278
7,1nXTM2CVdaoCySSD5kgt3J,Sweat (A La La La La Long),speechiness,0.205
0,2nmaEzFZrSm2aMLtfJDzyG,Werewolves of London,speechiness,0.0264
7,4cMHCRLPNoEbpnl2rz6GS9,Back on the Chain Gang - 2007 Remaster,speechiness,0.0359
5,3MrRksHupTVEQ7YbA0FsZK,The Final Countdown,speechiness,0.0616
6,7AzFID6u1b3zIWbd9pb8Dk,Summer in the City - Remastered,speechiness,0.0398
6,6ucR4KfvsBFWCMVFDvyKKl,Apologize,speechiness,0.0278
1,5ZY7Gug850kv4heJcWZGHM,Just Like Paradise,speechiness,0.034
2,0HZhYMZOcUzZKSFwPOti6m,jar of hearts,speechiness,0.0316
7,6zKMARmU2Ue50cucKnIUR6,Forget You,speechiness,0.0649
6,6kvoHl80mfCVTv7XnZkjQn,"It Must Have Been Love - From the Film ""Pretty Woman""",speechiness,0.0274
5,4JiEyzf0Md7KEFFGWDDdCr,Knockin' On Heaven's Door,speechiness,0.0416
4,3Dy4REq8O09IlgiwuHQ3sk,Waterloo,speechiness,0.0471
2,0SuG9kyzGRpDqrCWtgD6Lq,Give Me Love,speechiness,0.0461
7,10Nmj3JCNoMeBQ87uw5j8k,Dani California,speechiness,0.0437
0,69RRNcyev0eWJsPwssCFFK,Thorn In My Side,speechiness,0.0307
7,1c9dnQbOzw01ID7X2IsYOE,Slave To Love,speechiness,0.0291
0,3pbtBomO4Zt5gGiqsYeiBH,Upside Down,speechiness,0.0615
7,0rhB4opo50ApJy6I3Bxlsc,Stronger (What Doesn't Kill You),speechiness,0.0481
5,5PRRthP9SLfbXB359MfIWv,I Will Wait,speechiness,0.0341
7,2olVm1lHicpveMAo4AUDRB,The Power Of Love,speechiness,0.0313
0,77vCn7iUHH8KAOqdOe1XjY,I'm Outta Love,speechiness,0.053
0,6VnpKLtfNH4Dk09YSGPSyR,It Ain't Over 'Til It's Over,speechiness,0.0423
0,4s6LhHAV5SEsOV0lC2tjvJ,California Dreamin' - Single Version,speechiness,0.0345
6,6dgWWAs5yhWPOtvE1zuoQ1,Big Girls Don't Cry (Personal),speechiness,0.0337
5,3850dYVgOFIXJh5U4BFEWH,Hung Up,speechiness,0.0452
0,7oOOI85fVQvVnK5ynNMdW7,Rock with You - Single Version,speechiness,0.0353
1,64iZLIYuqRR8rNedN0Yvnh,Don't Go Now,speechiness,0.053
1,5zA8vzDGqPl2AzZkEYQGKh,Uptown Girl,speechiness,0.0455
0,0dfQwyoZoS9LgQiU6AJO7f,100% Pure Love,speechiness,0.0491
7,4GhtDORJiSRYxj6M1bv0vX,Love Really Hurts Without You,speechiness,0.0343
0,6mYrhCAGWzTdF8QnKuchXM,If I Could Turn Back Time,speechiness,0.0267
0,6vcdzohhBSbNdsZBh5IRpQ,Back for Good - Radio Mix,speechiness,0.0284
7,3w3y8KPTfNeOKPiqUTakBh,Locked out of Heaven,speechiness,0.0431
7,4cZ7dRrEPJoyM0m8IF3iTr,Forever Now - 2011 Remastered,speechiness,0.0313
4,3v4yDypfo94dachEvmjQdj,Miss Independent,speechiness,0.137
0,3CAWvns1fmJrNMPk4prasj,Rev It Up,speechiness,0.0428
7,0PXw9NKvolWTo7U9JkNzmc,"The Heat Is On - From ""Beverly Hills Cop"" Soundtrack",speechiness,0.0531
7,1r299qCKBLgUS9XJ9m1kEx,Moves Like Jagger,speechiness,0.0461
3,6COoRaCNma7V9sBf81y9EK,I Send A Message,speechiness,0.0643
4,0zv9bOC2NSMd3Fw2HgM5Xn,Whataya Want from Me,speechiness,0.0429
6,76FZM38RC8XaAjJ77CVTNe,Into You,speechiness,0.107
6,5yDL13y5giogKs2fSNf7sj,Glad You Came,speechiness,0.0639
7,7DSAEUvxU8FajXtRloy8M0,Flowers,speechiness,0.0633
6,2hns6Dv29Yrg68AVTJiAyA,Who Knew - Edit,speechiness,0.0274
7,3rUGC1vUpkDG9CZFHMur1t,greedy,speechiness,0.0321
7,6Knv6wdA0luoMUuuoYi2i1,My House,speechiness,0.0499
7,0iGckQFyv6svOfAbAY9aWJ,Hot N Cold,speechiness,0.0417
1,4iJyoBOLtHqaGxP12qzhQI,Peaches (feat. Daniel Caesar & Giveon),speechiness,0.119
6,1K39ty6o1sHwwlZwO6a7wK,Wildest Dreams (Taylor's Version),speechiness,0.0598
4,4Dvkj6JhhA12EX05fT7y2e,As It Was,speechiness,0.0557
7,4E6cwWJWZw2zWf7VFbH7wf,Love Song,speechiness,0.0301
7,0laYHRpNTS6i8FXdupHkJ4,Love You Like A Love Song,speechiness,0.0469
2,06KyNuuMOX1ROXRhj787tj,We Don't Talk Anymore (feat. Selena Gomez),speechiness,0.134
1,30XU4suKzCeoCK9YFzdufg,Born This Way,speechiness,0.161
6,3OHfY25tqY28d16oZczHc8,Kill Bill,speechiness,0.0351
7,7gaA3wERFkFkgivjwbSvkG,"yes, and?",speechiness,0.0548
7,7EQGXaVSyEDsCWKmUcfpLk,Die Young,speechiness,0.046
6,2Z8WuEywRWYTKe1NybPQEW,Ride,speechiness,0.0393
6,0O6u0VJ46W86TxN9wgyqDj,I Like You (A Happier Song) (with Doja Cat),speechiness,0.0751
0,7BKLCZ1jbUBVqRi2FVlTVw,Closer,speechiness,0.0338
7,7HdXRMw14roDx2a0COWk3M,This Is Why,speechiness,0.0427
4,44ONERBHALxftQNWq6dmyd,Side To Side,speechiness,0.23
1,4uUG5RXrOk84mYEfFvj3cK,I'm Good (Blue),speechiness,0.0343
7,5x9ElMtD3xy0verHZWOGqr,Houdini,speechiness,0.0661
7,5YqEzk3C5c3UZ1D5fJUlXA,Sunroof,speechiness,0.0401
4,1V6gIisPpYqgFeWbMLI0bA,Heart Attack,speechiness,0.104
6,0nrRP2bk19rLc0orkWPQk2,Wake Me Up,speechiness,0.0523
7,1DSJNBNhGZCigg9ll5VeZv,(You Drive Me) Crazy,speechiness,0.0341
4,17phhZDn6oGtzMe56NuWvj,Lose Control,speechiness,0.0337
4,2ACOWPLUe4A4KuQ5ioD2od,That's My Girl,speechiness,0.121
7,6I9VzXrHxO9rA9A5euc8Ak,Toxic,speechiness,0.114
6,4lhqb6JvbHId48OUJGwymk,Hey Brother,speechiness,0.0436
6,5mHdCZtVyb4DcJw8799hZp,Escapism.,speechiness,0.114
7,1yjY7rpaAQvKwpdUliHx0d,Still into You,speechiness,0.044
7,0xmjwnQ3FNE6HuWCt2nHdZ,Where Is The Love?,speechiness,0.178
6,1vYh9x8UmFTLbXiizk9Qc5,I Believe,speechiness,0.12
7,4gXHG9domIKO6FIViDISA4,Cupid - Twin Ver.,speechiness,0.0314
7,0BxfFnk0YzONqvmrkO0QrB,Don't Cha,speechiness,0.0994
7,0w5Bdu51Ka25Pf3hojsKHh,Hard Times,speechiness,0.0334
6,3LVs4BtJfvCjhwzksTjQvJ,ARCTiC GLOW,speechiness,0.225
5,3OgZdIAHaDMOtYq8Z5iCQ5,Believe,speechiness,0.0456
2,26b3oVLrRUaaybJulow9kz,People,speechiness,0.0678
0,69kOkLUCkxIZYexIgSG8rq,Get Lucky (feat. Pharrell Williams and Nile Rodgers),speechiness,0.0403
5,7LVHVU3tWfcxj5aiPFEW4Q,Fix You,speechiness,0.0338
1,3KoTtGEDiBwUWzdRQVh9lh,Last Friday Night (T.G.I.F.),speechiness,0.0406
5,5Ohxk2dO5COHF1krpoPigN,Sign of the Times,speechiness,0.0313
1,74xCG0lf2XiPtqAua1iGfx,Wrong Type,speechiness,0.0457
7,0HPD5WQqrq7wPWR7P7Dw1i,TiK ToK,speechiness,0.142
4,6Uy6K3KdmUdAfelUp0SeXn,Brave,speechiness,0.0524
0,20I6sIOMTCkB6w7ryavxtO,Call Me Maybe,speechiness,0.0407
6,4fixebDZAVToLbUCuEloa2,Womanizer,speechiness,0.0622
5,2RSHsoi04658QL5xgQVov3,Bad Liar,speechiness,0.0569
7,6pSuoXaZ8X6bxHmSsYpkNB,BIG GIRL BANGER,speechiness,0.188
6,3di5hcvxxciiqwMH1jarhY,Set Fire to the Rain,speechiness,0.0249
0,3USxtqRwSYz57Ewm6wWRMp,Heat Waves,speechiness,0.0944
6,3xrn9i8zhNZsTtcoWgQEAd,Since U Been Gone,speechiness,0.0334
7,03UrZgTINDqvnUMbbIMhql,Gangnam Style (강남스타일),speechiness,0.286
7,6r1ygpKNXg7deq18rzyM7F,Teenage Dream,speechiness,0.0361
4,1Q6zV75Yo6ckqE9qAikP0T,Splashy,speechiness,0.104
7,0U10zFw4GlBacOy9VDGfGL,We Found Love,speechiness,0.0383
7,6JV2JOEocMgcZxYSZelKcc,"CAN'T STOP THE FEELING! (from DreamWorks Animation's ""TROLLS"")",speechiness,0.0751
7,3bC1ahPIYt1btJzSSEyyrF,Whistle,speechiness,0.0453
6,3QGsuHI8jO1Rx4JWLUh9jd,Treat You Better,speechiness,0.34
6,0TwBtDAWpkpM3srywFVOV5,Crazy In Love (feat. Jay-Z),speechiness,0.209
4,4uRxSAu5i1o0v65aBGMQz6,Neon Hong Kong,speechiness,0.0495
7,0C4ejWmOTMv8vuYj85mf8m,S&M,speechiness,0.042
5,2aibwv5hGXSgw7Yru8IYTO,Snow (Hey Oh),speechiness,0.0499
2,5QVVjX0ZItqlVpEuVCM9Yg,This Love (Taylor’s Version),speechiness,0.0349
6,51ZQ1vr10ffzbwIjDCwqm4,we can't be friends (wait for your love),speechiness,0.0427
0,1rnlaw43OcQ0qrQvBw6fl1,Lady Shady,speechiness,0.396
7,6zSpb8dQRaw0M1dK8PBwQz,Cold Heart - PNAU Remix,speechiness,0.0317
6,22VdIZQfgXJea34mQxlt81,Can't Feel My Face,speechiness,0.0425
7,7JJmb5XwzOO8jgpou264Ml,There's Nothing Holdin' Me Back,speechiness,0.0553
4,3l9CW99AHtExIRV4hW2N5m,Misery Business,speechiness,0.0735
2,5viGkmJWkWqtuuj0100lAY,Bait,speechiness,0.0874
6,47Slg6LuqLaX0VodpSCvPt,Just the Way You Are,speechiness,0.0422
6,6tNgRQ0K2NYZ0Rb9l9DzL8,obsessed,speechiness,0.106
2,2JzZzZUQj3Qff7wapcbKjc,See You Again (feat. Charlie Puth),speechiness,0.0815
7,2i2gDpKKWjvnRTOZRhaPh2,Moonlight,speechiness,0.0516
6,1QDeeQQ2Kl46CXL3Ic1bw2,Colours,speechiness,0.0281
0,5NRtdsFFlmyE8qDMgS08PE,Running Out Of Time,speechiness,0.0376
7,2iuZJX9X9P0GKaE93xcPjk,Sugar,speechiness,0.0334
2,7795WJLVKJoAyVoOtCWqXN,I'm Not The Only One,speechiness,0.0361
7,2fQxE0jVrjNMT9oJAXtSJR,Domino,speechiness,0.034
5,6XaAlIFSLQ1dAv8YTC5455,MR. YELLOW TAPE,speechiness,0.417
7,70Vdd1gx5tn84jkAU31ASv,Sexy And I Know It,speechiness,0.316
2,5odlY52u43F5BjByhxg7wg,golden hour,speechiness,0.0322
6,4llK75pXNWZz6KAho2Gp16,She Will Be Loved,speechiness,0.0281
1,15JINEqzVMv3SvJTAXAKED,Love The Way You Lie,speechiness,0.227
6,4UlcyqEAKetKwxTq4EXvwp,Honestly,speechiness,0.24
6,4Ub8UsjWuewQrPhuepfVpd,Pompeii,speechiness,0.0407
7,4cluDES4hQEUhmXj6TXkSo,What Makes You Beautiful,speechiness,0.0737
4,49FYlytm3dAAraYgpoJZux,Umbrella,speechiness,0.124
2,0vg4WnUWvze6pBOJDTq99k,You're Beautiful,speechiness,0.0278
1,6KhCaFJ1qqXG20uVg70YAQ,PAUL WALKER,speechiness,0.0579
6,4esOae7i4rqTbAu9o5Pxco,Girl on Fire,speechiness,0.0607
4,2fTsFCKRFQ5M0igJgabnLA,Price Tag,speechiness,0.182
6,4lLtanYk6tkMvooU0tWzG8,Grenade,speechiness,0.0542
6,7xYnUQigPoIDAMPVK79NEq,Run It!,speechiness,0.129
1,10resTtKxVLJNT0KnY4NFP,Mo Money (feat. Jadakiss),speechiness,0.299
6,6Qn5zhYkTa37e91HC1D7lb,Whatever It Takes,speechiness,0.031
6,7wMq5n8mYSKlQIGECKUgTX,Hall of Fame (feat. will.i.am),speechiness,0.0564
7,0ct6r3EGTcMLPtrXHDvVjc,The Nights,speechiness,0.0433
6,0F3v8p8ZnEGtZDxNcJ5Klq,Unstoppable - R3HAB Remix,speechiness,0.234
6,2UijQcg9x42vsbXYh0PzPO,Oh My Love,speechiness,0.0421
7,0pqnGHJpmpxLKifKRmU6WP,Believer,speechiness,0.128
6,2V65y3PX4DkRhy1djlxd9p,Don't You Worry Child - Radio Edit,speechiness,0.0509
5,3Fcfwhm8oRrBvBZ8KGhtea,Viva La Vida,speechiness,0.0287
6,0rMuFOja3DhVSuXQeae25C,Sleep,speechiness,0.0334
6,0TDLuuLlV54CkRRUOahJb4,Titanium (feat. Sia),speechiness,0.103
7,7Ie9W94M7OjPoZVV216Xus,Not Afraid,speechiness,0.264
6,0nrRP2bk19rLc0orkWPQk2,Wake Me Up,speechiness,0.0523
7,7F96KtKIOWDuK7ElvMLlne,Above the Clouds,speechiness,0.0467
5,1FpVJ7HpZInE2GvhVE2TwT,Legends Never Die,speechiness,0.0377
6,0LMwmV37RCmBO2so0szAFs,Whatever,speechiness,0.0655
