cluster,id,names,feature,value
1,1cS0TgbR263ey9jn0MwD2s,River (feat. Ed Sheeran),energy,0.749
7,2SL6oP2YAEQbqsrkOzRGO4,Venom - Music From The Motion Picture,energy,0.794
2,1SWVDBtw6h3tm9OehOkDhv,What's The Difference,energy,0.821
1,4CDIEKHMb2MBgvgHBkhiJD,When I'm Gone,energy,0.746
2,2YaiY5Cr8IFv0X0YRZDNzV,Without Me,energy,0.644
2,7iXF2W9vKmDoGAhlHdpyIa,Forgot About Dre,energy,0.74
2,7lgvU7WnwcNZ8dbGUz8yhP,Bitch Please II,energy,0.586
0,5NmL2zxnlt9GiTB2TQbvFM,8 Mile,energy,0.94
4,4HMUrFl8y6rQCzEbaGEkcj,Somebody Save Me,energy,0.657
7,6uMGHQvhZq8YyT4kdnG1L3,Temporary,energy,0.439
2,7BMO7O7ImjV8HNTH74Tshv,Cleanin' Out My Closet,energy,0.758
4,5Z01UMMf7V1o0MzF86s6WJ,Lose Yourself,energy,0.744
7,5CsDo9j3N4yFZNCN1h9loS,Never Enough,energy,0.716
2,7gXM8fCGg0SmRzAVySp3ie,Murdergram Deux (feat. Eminem),energy,0.855
1,5shgHEo8Zgm94sjr6BYTUq,GTA,energy,0.512
7,7I3RalBqE7ZE0RSxgGlGlm,Habits,energy,0.878
2,6vw2M02LT3otGUoK4ZqHwx,Houdini,energy,0.881
7,21LCotDEwR7R8qOnqPVzi9,Evil,energy,0.829
7,77pfjsq0gSZwO8bYVTVROo,Brand New Dance,energy,0.705
2,0fGh0trRN1xz3s41r7V5ce,Shake That,energy,0.643
2,2WXUcFnJPPATncUkPYC54v,The Real Slim Shady,energy,0.615
4,55u5QIlEuzCipJBtZPdJio,Renaissance,energy,0.901
1,4qmG24ebshLXtKu9HIShBP,Lace It (with Eminem & benny blanco),energy,0.597
0,1ymWIr4E5x6xORlDO0bXlP,Tobey (feat. Big Sean and BabyTron),energy,0.66
0,2By3Bbd6UYQqdhLnkMHZb6,Fuel (feat. WESTSIDE BOOGIE & GRIP) - Shady Edition,energy,0.704
1,1jo3TwNGCXfNdB5uba3ZVv,Killshot,energy,0.651
2,7My9ca9QEIR8MvIOdIrTWA,From The D 2 The LBC (with Snoop Dogg),energy,0.785
0,68IkI6ttYOzNyS5iW2Zx70,Fuel - Shady Edition,energy,0.692
2,2HYFX63wP3otVIvopRS99Z,TEXAS HOLD 'EM,energy,0.887
2,7lQ8MOhq6IN2w8EYcFNSUk,Crazy In Love (feat. Jay-Z),energy,0.669
0,561jH07mF1jHuk7KlaeF0s,Halo,energy,0.678
4,4xkOaSrkexMciUUogZKVTS,Beyonce,energy,0.847
2,3yfqSUWxFvZELEM4PmlwIR,Hässlich,energy,0.661
0,5In8B6Om5OKrhwBMB4tXSi,Naughty Girl,energy,0.662
1,7FIWs0pqAYbP91WWM0vlTQ,Baby Boy (feat. Sean Paul),energy,0.745
2,2kQuhkFX7uSVepCD3h29g5,Run the World (Girls),energy,0.741
2,4woTEX1wYOTGDqNXuavlRC,TEXAS HOLD 'EM,energy,0.755
7,3UmaczJpikHgJFyBTAJVoz,CUFF IT,energy,0.768
2,7Ie9W94M7OjPoZVV216Xus,Single Ladies (Put a Ring on It),energy,0.954
7,6or1bKJiZ06IlK0vFvY75k,Monsta,energy,0.843
7,15JINEqzVMv3SvJTAXAKED,Beautiful Liar,energy,0.925
4,7MJQ9Nfxzh8LPZ9e9u68Fq,Haunted,energy,0.735
4,1v7L65Lzy0j0vdpRjJewt1,Deja Vu (feat. Jay-Z),energy,0.735
0,4lsNo2CCp2dUbsuOmdCj5I,Say My Name,energy,0.522
2,75IN3CtuZwTHTnZvYM4qnJ,Telephone,energy,0.68
2,1CDQzbCz4KSQxHe7LMEgRM,Madonna,energy,0.878
2,48RrDBpOSSl1aLVCalGl5C,If I Were a Boy,energy,0.853
2,0x60P5taxdI5pcGbqbap6S,Fotzen im Club,energy,0.813
7,3kpYJjvM8Ja6btr5hEJLWc,Sweet Dreams,energy,0.789
4,3CpoeW0cZSDzIRv5z34F87,Telephone,energy,0.824
1,1cS0TgbR263ey9jn0MwD2s,Drunk in Love (feat. Jay-Z),energy,0.749
7,2SL6oP2YAEQbqsrkOzRGO4,03' Bonnie & Clyde,energy,0.794
2,1SWVDBtw6h3tm9OehOkDhv,Sweet Dreams,energy,0.821
1,4CDIEKHMb2MBgvgHBkhiJD,07-Nov,energy,0.746
2,2YaiY5Cr8IFv0X0YRZDNzV,Freedom (feat. Kendrick Lamar),energy,0.644
2,7iXF2W9vKmDoGAhlHdpyIa,Partition,energy,0.74
2,7lgvU7WnwcNZ8dbGUz8yhP,Crazy In Love - Remix,energy,0.586
0,5NmL2zxnlt9GiTB2TQbvFM,PURE/HONEY,energy,0.94
4,4HMUrFl8y6rQCzEbaGEkcj,200 km/h,energy,0.657
7,6uMGHQvhZq8YyT4kdnG1L3,Naughty Girl (feat. Lil' Kim),energy,0.439
2,7BMO7O7ImjV8HNTH74Tshv,Irreplaceable,energy,0.758
4,5Z01UMMf7V1o0MzF86s6WJ,Coco Chanel,energy,0.744
7,5CsDo9j3N4yFZNCN1h9loS,Berlin City Girl,energy,0.716
2,7gXM8fCGg0SmRzAVySp3ie,TEXAS HOLD 'EM,energy,0.855
1,5shgHEo8Zgm94sjr6BYTUq,Ella,energy,0.512
7,7I3RalBqE7ZE0RSxgGlGlm,AMERICA HAS A PROBLEM,energy,0.878
2,6vw2M02LT3otGUoK4ZqHwx,BREAK MY SOUL,energy,0.881
7,21LCotDEwR7R8qOnqPVzi9,Say My Name,energy,0.829
7,77pfjsq0gSZwO8bYVTVROo,Partition,energy,0.705
2,0fGh0trRN1xz3s41r7V5ce,DELRESTO (ECHOES) (feat. Beyoncé),energy,0.643
2,2WXUcFnJPPATncUkPYC54v,Madonna,energy,0.615
4,55u5QIlEuzCipJBtZPdJio,ALIEN SUPERSTAR,energy,0.901
1,4qmG24ebshLXtKu9HIShBP,Runnin' (Lose It All),energy,0.597
0,1ymWIr4E5x6xORlDO0bXlP,Feeling Myself,energy,0.66
0,2By3Bbd6UYQqdhLnkMHZb6,Breaking your heart,energy,0.704
1,1jo3TwNGCXfNdB5uba3ZVv,Flawless Remix (feat. Nicki Minaj),energy,0.651
2,7My9ca9QEIR8MvIOdIrTWA,Schwarzes Herz,energy,0.785
0,68IkI6ttYOzNyS5iW2Zx70,Perfect Duet (Ed Sheeran & Beyoncé),energy,0.692
7,3ZFTkvIE7kyPt6Nu3PEa7V,Hips Don't Lie (feat. Wyclef Jean),energy,0.824
2,4nrPB8O7Y7wsOCJdgXkthe,"Shakira: Bzrp Music Sessions, Vol. 53",energy,0.745
2,2lnzGkdtDj5mtlcOW2yRtG,"Whenever, Wherever",energy,0.832
2,63Tl9k1sH8tznn3bqoMuyF,Waka Waka (This Time for Africa) - K-Mix,energy,0.871
7,1zCQXSnLkfXq3TzMLr6pWf,Shakira!,energy,0.832
2,2RB1n3NWUmG5X0rdihAQ3e,Waka Waka (This Time for Africa) [The Official 2010 FIFA World Cup (TM) Song] (feat. Freshlyground),energy,0.887
2,6mICuAdrwEjh6Y6lroV2Kg,Chantaje (feat. Maluma),energy,0.773
7,2A17TySL9lcoRTA28w9yfB,La La La (Brazil 2014) (feat. Carlinhos Brown),energy,0.806
6,4k6yBchqc9UU6l8H8wTfAp,Shakira Shakira,energy,0.872
1,0DWdj2oZMBFSzRsi2Cvfzf,TQG,energy,0.647
2,2Sh4sAOfnSHEVKFyysxzat,Can't Remember to Forget You (feat. Rihanna),energy,0.81
2,7o1Pm9jpH0wFpN5g793Lnq,Can't Remember to Forget You (feat. Rihanna),energy,0.81
2,1ZlHr9FYHT7YTbXCoxPq5C,Waka Waka (This Time for Africa) [The Official 2010 FIFA World Cup (TM) Song] (feat. Freshlyground),energy,0.91
2,6YMPu36VGIknb8Ey1ohW3j,Loca (feat. Dizzee Rascal),energy,0.874
0,4DEuHSNytLmOz75w8vFpga,"Try Everything - aus ""Zoomania""",energy,0.598
2,4cS2HQ6jK80vqdY9ofpztx,She Wolf,energy,0.69
7,3OJDtCdYs8QJnui708tEU3,Soltera,energy,0.752
2,42k1KeBehAd83lrGt1okiC,Loca (feat. El Cata),energy,0.692
0,4XAOFJ9F10fdu3mVdqlUFd,Try Everything,energy,0.609
0,76Y07hjDi7fjJnZKsQbEaF,Beautiful Liar,energy,0.754
2,0F6thtSISbps8VCdF6dhSk,La La La,energy,0.748
2,5BSclXJTa9B0iURhUjZo50,La Tortura (feat. Alejandro Sanz),energy,0.783
2,1zLBsSVxETQOfINOLYvT5m,GIRL LIKE ME,energy,0.485
2,0gYXw7aPoybWFfB7btQ0eM,DON'T YOU WORRY,energy,0.875
2,2Xh7dyCHCErCv3PmdVEGw4,Rabiosa (feat. Pitbull),energy,0.823
5,15f8Cv8RXUlOOCIf2oaceN,Underneath Your Clothes,energy,0.597
4,0Gx4VrHzS7pZOEAGrmXXBH,La Bicicleta,energy,0.944
2,3bnlKtMaT1JenMM90AkgmN,Waka Waka (This Time for Africa) [The Official 2010 FIFA World Cup (TM) Song] (feat. Freshlyground),energy,0.887
2,6G12ZafqofSq7YtrMqUm76,Monotonía,energy,0.695
2,4zy1s9GnxWsNzZp1688euA,Addicted to You,energy,0.809
4,36YNa8joLwu9yor2TkZbIY,Objection (Tango),energy,0.864
7,7DrluKkTviBwCc8AV3VGmf,Clandestino,energy,0.822
7,6i2kn3iS5WKzsaYBdeHLIQ,La La La (Brasil 2014) (feat. Carlinhos Brown),energy,0.819
4,0sXvAOmXgjR2QUqLK1MltU,La Bicicleta,energy,0.964
2,4qknM1pQz53QOyfDVTjcM9,Me Enamoré,energy,0.879
5,0OEBOJhSObnFuHuasXdt52,Dia de Enero,energy,0.361
2,6UdG0n7SNaWydrDu3PBq21,Waka Waka (This Time for Africa) (feat. Freshlyground),energy,0.872
2,4EDfdYJ7mqXRoWAqzF1PVO,Ojos Así,energy,0.952
2,0YoUczWJPqphLvxnTXG00N,Dare (La La La),energy,0.73
0,78dbqYDvx6FOefROApu9w0,Inevitable,energy,0.461
2,3MhdQkxCOkM41Q7oPFIABJ,"Shakira: Bzrp Music Sessions, Vol. 53",energy,0.727
4,2rurDawMfoKP4uHyb2kJBt,Te Felicito,energy,0.636
2,3TY1PFZXmYeiLcXygB74My,"Suerte (Whenever, Wherever)",energy,0.845
2,2oMjKuKUEJFuLiVmTq7Vjx,TQG,energy,0.65
4,0cqRj7pUJDkTCEsJkx8snD,Shake It Off,energy,0.8
4,2iVgM5C7m1G4CJGbms301G,Copa Vacía,energy,0.651
5,7txjUEY6McJDJKqIo1Rxjp,Acróstico - Milan + Sasha,energy,0.461
2,2dYXrWkNO40NXy2Q3IYLRc,Puntería,energy,0.725
2,4I4IWwxmrY8CUQ0lJAT3fW,La La La,energy,0.748
4,1w5nWhUzrQqj0WnDXrgsnC,"Te Aviso, Te Anuncio (Tango)",energy,0.897
0,6O20JhBJPePEkBdrB5sqRx,Diamonds,energy,0.709
2,0U10zFw4GlBacOy9VDGfGL,We Found Love,energy,0.766
2,7ySUcLPVX7KudhnmNcgY2D,S&M,energy,0.685
2,0C4ejWmOTMv8vuYj85mf8m,S&M,energy,0.682
2,0ByMNEPAPpOR5H69DVrTNy,Don't Stop The Music,energy,0.669
4,49FYlytm3dAAraYgpoJZux,Umbrella,energy,0.828
2,2ENexcMEMsYk0rVJigVD3i,Only Girl (In The World),energy,0.706
7,15JINEqzVMv3SvJTAXAKED,Love The Way You Lie,energy,0.925
5,2Yy0FsAV2I5VXU4xpph2WN,Stay,energy,0.31
2,0AH6WMe3OlAlUb5miXt2FQ,Only Girl (In The World),energy,0.716
4,4YYHgF9dWyVSor0GtrBzdf,Te Amo,energy,0.707
4,60jzFy6Nn4M0iD1d94oteF,Rude Boy,energy,0.75
0,57mKcbEq7nMqtJ4gqJvWcp,Talk That Talk,energy,0.671
0,4TsmezEQVSZNNPv5RJ65Ov,Pon de Replay,energy,0.64
0,4mCf3vQf7z0Yseo0RxAi3V,Desperado,energy,0.609
5,0GNI8K3VATWBABQFAzBAYe,Stay,energy,0.31
2,2VOomzT6VavJOGBeySqaMc,Disturbia,energy,0.814
5,6sCvvleqKbeyOkQDieBYgp,Lift Me Up - From Black Panther: Wakanda Forever - Music From and Inspired By,energy,0.299
2,5J4WHWFvEWRd2FBVhcTcmi,"Dancing In The Dark - From The ""Home"" Soundtrack",energy,0.749
2,7e1h7rqNB0BBC2fUuWEEFe,Who's That Chick? (feat. Rihanna),energy,0.602
7,0EIsxWGPSte4cAHZw5aXr4,We Ride,energy,0.744
0,3rMsX63C0IZVnOT5LGYoTH,Russian Roulette,energy,0.486
1,4pAl7FkDMNBsjykPXo91B3,Needed Me,energy,0.315
0,0a2JCinEvl21WeWLJBt7hM,Skin,energy,0.573
0,3tyPOhuVnt5zd5kGfxbCyL,Where Have You Been,energy,0.847
2,46aZJc0z1HHHSFxaIRxYSP,Breakin' Dishes,energy,0.674
2,3t4HeVfURZ5DuqMWz0Cmqg,We Found Love,energy,0.766
4,5oO3drDxtziYU2H1X23ZIp,Love On The Brain,energy,0.637
7,2RWs4c3ZJ74WwXlVC3QCQN,What Now,energy,0.696
2,48RrDBpOSSl1aLVCalGl5C,The Monster,energy,0.853
0,6g1B0hd6rlT3xP3mERUnz8,Good Girl Gone Bad,energy,0.553
4,1Bx0zEdVjkFlV27iKaePug,Man Down,energy,0.904
7,3sBmTwwsCwty2RNjOOvRVu,SOS,energy,0.671
0,3Naj4ZtvX9VpVqJH5EKmJE,Numb,energy,0.698
7,30cSNer6TV8x2utjULVeQ5,SOS,energy,0.671
4,4IBihEaN04iwfX5I9sGFj9,Jump,energy,0.819
0,5X3ahLXhOw16BR09GjYPUT,Rehab,energy,0.792
0,6MRT1IDPLBF8EVLDdC8cqv,Dance Like Rihanna,energy,0.83
0,72TFWvU3wUYdUuxejTTIzt,Work,energy,0.534
7,3YJkAQNEhmCZGLdmPsu6Ye,Hard,energy,0.746
5,13xxBnXOuiBxVxJI458B0i,Unfaithful,energy,0.391
2,1OAh8uOEOvTDqkKFsKksCi,Wild Thoughts (feat. Rihanna & Bryson Tiller),energy,0.672
4,4pvLiHkcQ3CSNFKT7HGSGM,Rude Boy,energy,0.747
0,5r67bGhYXZNqk2m2Wupfmu,Pour It Up,energy,0.478
0,7LR85XLWw2yXqKBSI5brbG,Run This Town,energy,0.924
0,5XLoHvOag9undyM3nyvzSS,Russian Roulette,energy,0.461
2,4UTizOdGljPIIbXtoXycAd,Pose,energy,0.852
2,5FTCKvxzqy72ceS4Ujux4N,What's My Name?,energy,0.786
2,3Op7R5YNeIVoZUCxXVZW2k,Pon de Replay - Radio Edit,energy,0.632
0,0azC730Exh71aQlOt9Zj3y,This Is What You Came For,energy,0.927
7,2rbDhOo9Fh61Bbu23T2qCk,Always Remember Us This Way,energy,0.502
4,2plbrEY59IikOBgBGLjaoe,Die With A Smile,energy,0.592
2,1QV6tiMFM6fSOKOGLMHYYg,Poker Face,energy,0.806
2,1dzQoRqT5ucxXVaAhTcT0J,Just Dance,energy,0.739
5,2VxeLyX666F8uXCJ0dZF8B,Shallow,energy,0.385
7,7F25roCtYi55JouckaayPC,Judas,energy,0.934
2,0SiywuOBRcynK0uKGWdCnn,Bad Romance,energy,0.921
0,53jnnqFSRGMDB9ADrNriCA,Bloody Mary,energy,0.634
0,1HHeOs6zRdF8Ck58easiAY,Alejandro,energy,0.795
7,0oWraSo5ASJ0h1BEagTyEw,Hold My Hand,energy,0.617
0,02XnQdf7sipaKBBHixz3Zp,Paparazzi,energy,0.692
0,4lwavw59UjXUPJZtKNdFYp,Alejandro,energy,0.799
2,5ka2ajep9OAvU5Sgduhiex,Applause,energy,0.78
5,5DQIZ8XC0EP7cfRFrtzY5h,Happy Mistake,energy,0.292
5,7dZ1Odmx9jWIweQSatnRqo,Million Reasons,energy,0.423
7,30XU4suKzCeoCK9YFzdufg,Born This Way,energy,0.828
0,5zZoEDawAlJNgUzxknlV9V,The Joker,energy,0.836
2,0eH2eHURaXUP15D8gQlfjx,LoveGame,energy,0.678
5,6QfS2wq5sSC1xAJCQsTSlj,Shallow - Radio Edit,energy,0.33
7,74iZuPGwyL33VlTr6jTnab,Always Remember Us This Way,energy,0.502
7,2WgyOP8Z1D6GQYumCwH4Dk,Monster,energy,0.801
2,7jTLS32BMC2UyTTjEUW6BT,That's Life,energy,0.665
0,57F80059mWaWFvWG3tBTbO,The Edge Of Glory,energy,0.771
2,7rl7ao5pb9BhvAzPdWStxi,Telephone,energy,0.832
2,5R8dQOPq8haW94K7mgERlO,Poker Face,energy,0.806
0,6RyJt2SvLFghIDe1eCviD9,Good Morning,energy,0.73
7,2zOSxEAk90JTKYNHqE8LXc,That's Entertainment,energy,0.743
0,3clsCV1f1E9u1Fge9ntulk,Alejandro,energy,0.799
0,2YQ0DrIFS90FEK8T4JOa8W,Get Happy (2024),energy,0.552
7,7yzdBiRz4WfiDAcmQ23c8l,Scheiße,energy,0.97
7,7mXuWTczZNxG5EDcjFEuJR,LADY GAGA,energy,0.736
7,4yQmDtjax2Ye9wY8EPAO1x,Judas,energy,0.936
7,1c2hJSwcCfoPEw1su83Sw0,Hold My Hand,energy,0.612
4,2Qt1GqEOR6gfBCNTZv9Q8P,"Oh, When The Saints",energy,0.926
2,7dstLFiyNkxcLJVj8q76Ch,bloody mary (lady gaga) - sped up version,energy,0.79
7,7ju97lgwC2rKQ6wwsf9no9,Rain On Me (with Ariana Grande),energy,0.855
2,4TCL0qqKyqsMZml0G3M9IM,Telephone,energy,0.837
7,02d1E4NRuh7OEQO4vCb9PD,Marry The Night,energy,0.881
7,6LGwEHsFbxt7BgDwGXqFgj,Government Hooker,energy,0.798
0,1CmyFUdrzcI2TldyJzOHSb,World On A String,energy,0.793
2,2x7MyWybabEz6Y6wvHuwGE,Just Dance,energy,0.739
2,7zACUQbWQxzT4aER7ityBV,Poker Face,energy,0.806
5,1ud0FiEQLVIDlWEqDIEvwW,Folie à Deux,energy,0.47
2,4x3XzqDLZbRF7Ap6MIaJ9a,Bad Romance,energy,0.924
0,0I27tCo8rexgdYnhkSaL7k,If My Friends Could See Me Now,energy,0.882
7,020f8UH9oMEniiQHJBwe3j,Judas,energy,0.937
2,6DvgsZ0NiEPV9qYM931T1F,Telephone,energy,0.832
5,2kecdnlyueotEMC8rdNlf6,Joanne,energy,0.414
2,24hWI7qzj3EdIeVCEk5dXW,Always Remember Us This Way,energy,0.88
0,6DqmPvzGa002Qa2NQ14hCV,Close To You,energy,0.633
0,1PAgmT6YqGhd6zT9kN9gIo,Hero,energy,0.641
4,7qCAVkHWZkF44OzOUKf8Cr,El Perdón (with Enrique Iglesias),energy,0.69
2,7nKBxz47S9SD79N086fuhn,SUBEME LA RADIO,energy,0.822
2,5M830cD7MNeiiwIGHzH9TV,Bailando - Spanish Version,energy,0.792
2,6YZdkObH88npeKrrkb8Ggf,DUELE EL CORAZON (feat. Wisin),energy,0.908
0,3nMb7ToWIxYvmaIG20z6ux,Tonight (I'm Fuckin' You),energy,0.89
2,4MloswMM3eu7dHZ7MOzW3i,Do You Know? (The Ping Pong Song),energy,0.765
2,5adqS3stLaSPAEOszOnpXG,DUELE EL CORAZON,energy,0.909
0,2bbeNsFmjZqdoDhjLsKNWe,Bailamos,energy,0.888
2,7HacCTm33hZYYN8DXpCYuG,I Like It,energy,0.942
0,1boXlVWALXZuKRlClpuA43,Ring My Bells,energy,0.633
2,0mnAmQX1pciMncT2qFCNmK,SUBEME LA RADIO,energy,0.808
0,0aPhnPWgYWk9XGezDHCLF3,Takin' Back My Love,energy,0.75
0,1ySwd43oWXbrytN2BD0Mhb,"Bailamos - From ""Wild Wild West""",energy,0.885
0,4XifD1V0kWoG4WwsXTwS3y,Rhythm Divine,energy,0.971
4,6habFhsOp2NvshLv26DqMb,Despacito,energy,0.797
2,4PHX6bpHDxiR9RGzAKWcyk,Cuando Me Enamoro,energy,0.813
2,2WOg6FT27iLtN8wetk69nP,Dirty Dancer,energy,0.939
2,0Me3GyNuLOa1YTIxhJPyCn,ASI ES LA VIDA,energy,0.882
0,01qCxvpyyIm0a0RG3uYxEm,Could I Have This Kiss Forever,energy,0.892
2,4anDsZBavxjw3Ktw6ICGYd,Escape,energy,0.844
2,3VMSMjB4Yx79FDDrmYCk3N,Bailando - English Version,energy,0.851
2,0mlAOSILGRys2IbvyOT5VJ,Échame La Culpa,energy,0.897
0,79R98MwYRcQZdAzjjzUbiX,Tonight (I'm Lovin' You),energy,0.884
2,33ggWc1Nai6fcNb2qM4lJ7,ASI ES LA VIDA,energy,0.882
2,5Utz5NBlQnUTpiy56fUHfh,Do You Know? (The Ping Pong Song),energy,0.759
0,6GREIx79VAYuT0DYDGTIJh,Heartbeat,energy,0.888
5,2ideAIR3icFw8xYJnzSvMP,El Perdedor,energy,0.47
0,2N4viTG9njqCa4c46YyWs1,Be With You,energy,0.866
2,5TDakCWQMtVYURFbs9XIRv,Loco,energy,0.852
2,7umNc6U2AVcL0RwQIi7xZG,Espacio en Tu Corazón - Remix,energy,0.681
2,3yUvfB6cV1f4G3zo3f8qq7,Tired Of Being Sorry,energy,0.718
2,1TPUbLdzpfgF7wrPEXIAAB,"Don't You Need Somebody (feat. Enrique Iglesias, R. City, Serayah & Shaggy)",energy,0.702
0,2EHu09nPab1dk0jySbkjEr,Bailando - Matoma Remix,energy,0.762
4,0Ph6L4l8dYUuXFmb71Ajnd,Livin' la Vida Loca,energy,0.954
0,0JygGa90OHn2zg8b2lwmTK,Takin' Back My Love - Original Version,energy,0.718
2,3fvb9N0z7RK4Bjznxidly4,EL BAÑO,energy,0.893
2,5T8gItTwZ8MxsQHHTEOSGu,DUELE EL CORAZON (English Version) (feat. Tinashe & Javada),energy,0.875
2,2vvdTrdryjsl8DmPIMDWZU,EL BAÑO,energy,0.888
4,7CUYHcu0RnbOnMz4RuN07w,Despacito (Featuring Daddy Yankee),energy,0.802
2,0ADbb7ueYb8DAuYogMVzkh,I Like It,energy,0.944
2,2r8wxDebKM8uuDsLUklMEx,Bailando - Spanish Version,energy,0.773
2,4JgSGk8yY0hQE9aENUSqVm,ME PASE (feat. Farruko),energy,0.904
2,5LeGRlEBxdkIaU2hlCCIA2,Can You Hear Me,energy,0.631
2,1X8HXwt2jTxZt3EgTPs93N,I Like How It Feels,energy,0.883
2,5IL8eu4W9JD38Jtr5YcPAL,Fría,energy,0.846
2,0K6xYxWoH92QElvwN8kQjO,Love To See You Cry,energy,0.796
0,2wdX7seKD9pK35aZF3kMbY,Don't Turn Off The Lights,energy,0.838
2,1BuTNbYxxFYezD1tT8AJR9,MOVE TO MIAMI,energy,0.857
4,2hDe0Ls5mVqs1XJqv7sbcM,Fútbol & Rumba (feat. Enrique Iglesias),energy,0.916
1,7tLX7QREwBrxHdV6gEcZYs,Topfit,energy,0.63
4,0lodMO0qK83vfPiiD7FMEt,TOPIA TWINS (feat. Rob49 & 21 Savage),energy,0.567
0,5nPbKG04fhLkIAjcPFaZq7,I Adore You (feat. Daecolm),energy,0.787
2,0jvZ9caE53ubCQXMki6W23,TOPLINE (Feat. Tiger JK),energy,0.743
6,1ZkmPku85veww4fF66aUFF,Top Gun Anthem,energy,0.336
0,7g4hIeYVk3h5qQXb9RLeXP,Top 10 staTues tHat CriEd bloOd,energy,0.919
7,37GEtvrasqDZMpwDeuFsmn,Topmodel-Intro,energy,0.959
1,3azmMptipPpya1mFr2JBv0,TOP ORDER (JARS),energy,0.533
6,00Y9r5SfbDdEjJhNg7laQr,"Top Gun Anthem - From ""Top Gun"" Original Soundtrack",energy,0.651
2,2Al0gKP1HZJRgbYJpWyRZO,Topboys,energy,0.483
1,1ydjfdBkqhWswl0eXaEmta,TopBoy,energy,0.233
5,2P9OKiFiDDwHcMkdGVuqcd,Top,energy,0.429
5,1Ehdm1PDlKrdfyBsjwEvd1,Top Of The World,energy,0.343
7,3Fzlg5r1IjhLk2qRw667od,Dancing in the Moonlight,energy,0.856
1,4IBoZloHkTEug8fKqmLBa4,Top,energy,0.565
2,213x4gsFDm04hSqIUkg88w,On Top Of The World,energy,0.924
2,55Q46o5adtSobImSKrrlqW,Top,energy,0.762
2,6tN88ttXRw1DvV3cZ2NXic,Top,energy,0.748
1,3FDIzHl5F5DDp2c0dKWbhZ,"The Top - from the Netflix Film ""UGLIES""",energy,0.695
0,6OlzpVWulPjvN0eL0YIKxl,Top,energy,0.555
0,3LygxCYfqEdly1KgntKdTJ,TOPBOY,energy,0.725
5,6AMvkm7NKeT3JlRHgs17Bi,Top,energy,0.429
7,4YhJ3a6kBPGJWX4Ek77sDd,TOP FLOOR (feat. Travis Scott),energy,0.504
0,3wqoCPK5S7NpUavgvqo4HL,Top,energy,0.759
5,6BSlXUKU9eTdz5e2uqADsa,Top Auf,energy,0.407
1,1eRapk3WvyFflbOEXdONfD,Top,energy,0.652
1,0HCnj7pfrvshnocOJUFeit,Top Off,energy,0.395
2,66dQiusLbkpf2pGD8jMFU6,Top,energy,0.706
0,0Vu1Q1op2URimTTN9h3Eam,Topless in Miami - Lost Tapes 2016,energy,0.66
7,1EwgYn1MQ4rwe7syWI8pjK,Top,energy,0.559
2,5YaskwnGDZFDRipaqzbwQx,Your Love (9PM),energy,0.784
0,0eNKqGyVvCqZPOMbk6BmbE,Top,energy,0.735
2,1YWr18dWRmuvPgAsPBsOow,Forget You,energy,0.709
2,0P3WUOj0RAyMhUmxGxzCUq,Top,energy,0.748
1,6EPubuOrcghWacSosLTGcn,TOPBOY,energy,0.727
1,6j3OJI6GN2VDiXYh1nNC7l,Top,energy,0.547
7,4XuUNuWZmuNS3fAXHz4u9v,Topscout,energy,0.717
4,4EHHhv5FZJ1Ra4LSf4KCia,Top,energy,0.754
2,0pHeXV50koNUj3QfeMfU9j,TOP ORDER (JARS),energy,0.542
1,2aFS7C1aaOFv9ZK0VmWHUe,Top,energy,0.399
5,3FoxsQsG5Z9bMuqdF5szJO,Toprak Yağmura - Akustik,energy,0.22
2,2IWRgV8bTPaKKdjARvoXf1,Top,energy,0.725
7,6ZorLNYsF1KjjV9M2OSxAF,Out My Head,energy,0.729
0,6MuzfMTEMItnHbwdQSeXes,Top,energy,0.589
0,6t9elIqznq7PdhEQapD9Xh,Top,energy,0.952
0,3kcKlOkQQEPVwxwljbGJ5p,Kernkraft 400 (A Better Day),energy,0.727
1,73sQibm6suZ9PJdR6ZVHyQ,Top,energy,0.691
4,2HJBsWX5LQK8Y95JzPJ4zp,Tattoo - Topic Remix,energy,0.911
0,58QWceo4iT5BFycK4DojHy,Top,energy,0.947
5,7tQzRtcodzeVr6n0DdVHCe,Toparlanmam Lazım,energy,0.452
7,7G4Fsd9ydorTDoC999KjiJ,1000 und 1 Nacht (Zoom!) - Live,energy,0.925
0,6kk207Bw7zk0BvMnQsd23z,1000 Sterne - Radio Edit,energy,0.735
1,12AWxx8MXy0BZwdNuJ9UgX,1000 Songs,energy,0.515
7,0NfgO5cZIf8CUzm8MWKUlR,abcdefu,energy,0.54
2,4cSe6yVORLyjUIO73ziV1o,Hey Ya!,energy,0.737
2,6zwGLW8IFClwIj7lyWkso4,1000 Lichter - Fox Mix,energy,0.906
7,0O6J1usThPAhVN9n6raHjU,& Jay-Z singt uns ein Lied - Live,energy,0.683
2,4zpllL4owrU5QhYpNOqU5P,Dalli Dalli,energy,0.667
0,6irnxBQWGP3GQ3UqZTMtda,1000 und 1 Nacht,energy,0.591
5,5ruqfe8lCfcgpeSG2PSrfh,Spar deinen Wein nicht auf für morgen,energy,0.402
7,5j1cjOSodR4463dDxd8vw8,Vom Delta bis zur Quelle - Live,energy,0.767
2,2Wmq1Z3uHbVKQKK6P9Jr3Q,10.000 Miles Away,energy,0.847
